"id","name","text","chatText","mailboxId","mailboxName"
"3657592","AccountManagement Password ResetLinkandText FILLIN","Hi {%customer.firstName,fallback=there%},<br><br>Thanks for meditating with us! I can help you get signed into your account registered to <strong>ACCOUNTEMAILADDRESS</strong>. <br><br>I double checked our email service and the password reset email went out so let's work together to get you set up. Here are some things you can do to find the reset email:<br><ul><li>If you haven't read our Help Center article on the process yet, check out <a href=""https://support.meditatehappier.com/article/15-reset-your-password"">Reset Your Password</a>. If you request more than one password reset, only the most recent email from us will work.<br></li><li>If you've been through those steps please search your email service for a message titled Password Reset from Happier Meditation.<br></li></ul><br>If you need help signing into your existing account, check out our Help Center article: <a href=""https://support.meditatehappier.com/article/52-sign-into-happier-with-an-existing-account"">Sign Into Happier Meditation With an Existing Account</a>. <br><br>Write back if this doesn't solve it or anytime with questions — we're here to help,<br>{%user.firstName%}<br>","","185235","1. Happier Support"
"1427087","AccountManagement UpdateCreditCardApple","Hi {%customer.firstName,fallback=there%},<br><br>Thanks for writing to us! You subscribed in the App Store so your subscription's set up through your Apple ID. This article will give you the steps to update&nbsp;your payment method with them:<br><ul><li>You can change your payment method on your device. Apple has instructions for this on their website at <a href=""https://support.apple.com/en-us/HT201266"">Change, add or remove payment methods</a>.<br></li><li>You can call AppleCare at&nbsp;800-275-2273 in the U.S. or find the phone number for your area at <a href=""https://support.apple.com/en-us/HT201232"">Contact Apple for Support and Service</a>.&nbsp;<br></li></ul><br>How's your mindfulness meditation practicing going? Is there anything we can help you find in our libraries or are there any questions we can answer about the app?<br><br>Write anytime with questions — we're here for it!<br>{%user.firstName%}<br>","","185235","1. Happier Support"
"1404136","AccountManagement UpdateCreditCardStripe","Hi&nbsp;{%customer.firstName,fallback=there%},<br><br>Thanks for asking about the link to update your payment method. Here's your personal&nbsp;<strong>SECURE LINK.</strong>&nbsp;<br><br>How's your mindfulness meditation practicing going? Is there anything we can help you find in our libraries or are there any questions we can answer about the app?<br><br>Keep at it! We'll be sitting right&nbsp;beside you,<br>{%user.firstName%}<br>","","185235","1. Happier Support"
"3798494","Bug android home tab not fixed","Hi {%customer.firstName,fallback=%} ,<br><br>Thanks for letting me know it's still not working. The home tab plans are generated monthly so my prediction is that it will refresh fully tomorrow on the 1st. I'll check back then to see if that's the case. If not, our software engineers will take another stab at fixing this. Thanks so much for bearing with us.<br><br>Take care,<br>Cassidy<br>","","185235","1. Happier Support"
"3671538","CancelRefund AllCancelDeletedAccount FILLIN","Hi {%customer.firstName,fallback=there%},<br><br>Thanks for writing so we can help with your Happier Meditation account and subscription. We got your cancelation request and the account registered to <b>ACCOUNTADDRESS</b> has already been deleted. <br><br>Here's what happens to your subscription when the account's deleted:<br><ul><li>If you started a free trial or subscription on our website, it was automatically canceled when you deleted your account. <br><ul><li>​If you started a free trial or subscription on our website, it was automatically canceled when you deleted your account.&nbsp;<br></li><li>If you bought your subscription in the past 30 days, send us the last four digits of the credit card used, the date and amount of the payment and we'll try to send you a refund.<br></li></ul></li><li>If you started a free trial or subscription through Google Play or the App Store, deleting your account doesn't cancel the membership. Please look at your accounts and cancel through them.<br><ul><li><a href=""https://support.apple.com/en-us/HT204088"">Apple Manage Subscriptions Webpage</a><br></li><li><a href=""https://support.google.com/googleplay/answer/7018481?co=GENIE.Platform%3DAndroid&amp;hl=en"">Google Play Subscription management</a><br></li></ul></li></ul><br>Please let us know if we can help with anything else. <br><br>Have a great day,<br>{%user.firstName,fallback=%} <br>","","185235","1. Happier Support"
"1571786","CancelRefund AllConfirmCancellationOfTrial","Hi {%customer.firstName,fallback=there%},<br><br>I'm glad you tried our free trial! I can confirm you've canceled so it won't auto-enroll when the trial ends and you won't be charged.<br><br>Without the subscription you still have a free Happier Meditation account that you can use when you have time or need a little mindfulness in your day. 😌<br><br>Thanks for checking out our meditations and write back anytime if we can help.<br><br>Best,<br>{%user.firstName%}<br>","","185235","1. Happier Support"
"3696988","CancelRefund AllMoreInfo","Hi {%customer.firstName,fallback=there%},<br><br>I'm {%user.firstName,fallback=%} from the Support team here to help with your account. I can see your email address {%customer.email,fallback= %} which doesn't have a subscription on it. Let's find the purchase and get it fixed for you.<br><br>Here's what'll help us research:<br><ul><li>If you're an Apple customer, check to see if you used <a href=""https://support.apple.com/en-us/HT210318"">Sign in with Apple</a> to create your account. Our Help Center article <a href=""https://support.meditatehappier.com/article/314-check-for-a-hidden-sign-in-with-apple-address"">Check for a Hidden Sign in with Apple Address</a> has some steps to help you find that.<br></li><li>A copy of the receipt if you have it.<br></li><li>The date and amount of the charge to your bank account.<br></li><li>The last 4 digits of the credit card you used to purchase the subscription.<br></li><li>List other email addresses you have.<br></li></ul><br>Thanks in advance for the additional information - I look forward to hearing back from you,<br>{%user.firstName,fallback=%} <br>","","185235","1. Happier Support"
"3597737","CancelRefund AllSet","Hi {%customer.firstName,fallback=there%},<br><br>Thanks for writing back to us. You're all set with your cancellation. If there's anything else we can do don't hesitate to write.<br><br>Stay Mindful,<br>{%user.firstName,fallback=%} <br>","","185235","1. Happier Support"
"3579481","CancelRefund AppleCancelStepsOnly","<strong>Cancel a Subscription Started with your Apple ID through Apple's App Store</strong><br><ol><li>Open the Settings app on your iPhone/iPad.<br></li><li>Tap Your Name at the top of the screen.<br></li><li>Tap Subscriptions.<br></li><li>Select the Happier Meditation subscription.<br></li><li>Tap Cancel Subscription and confirm cancellation.<br></li><li>If there's no Cancel Subscription subscription option, you've already canceled it.<br></li></ol>Other Options:<br><ul><li>You can cancel from your computer or web browser from Apple’s support page <a href=""https://support.apple.com/en-us/HT202039"">How to cancel a subscription from Apple</a>.<br></li><li>You can call AppleCare at 800-275-2273 in the U.S. or find the number for your region here: <a href=""https://support.apple.com/en-us/HT201232"">Apple Support Worldwide Phone Numbers</a>. Be sure to tap or ask for Apple's billing support since that's the team that has access to your Apple ID purchases.&nbsp;<br></li></ul>","","185235","1. Happier Support"
"1459143","CancelRefund AppleCancelSubscription","Hi {%customer.firstName,fallback=there%},<br><br>Thanks for learning about mindfulness with Happier Meditation. You started the subscription through Apple's App Store and although they don't allow us to cancel for you, it's easy to do right on your phone and I listed the steps below.&nbsp;<br><br>After your subscription ends you'll still have a free Happier Meditation account that you can use when you have time or need a little mindfulness in your day. 😌<br><br>We're glad you took the time to meditate with us. Write any time if you have more questions or we can help.<br><br>Stay mindful out there!<br>{%user.firstName%}<br><hr>Canceling a Subscription started through Apple's App Store<br><ol><li>Open the Settings app on your iPhone/iPad.<br></li><li>Tap Your Name at the top of the screen.<br></li><li>Tap Subscriptions.<br></li><li>Select the Happier Meditation subscription.<br></li><li>Tap Cancel Subscription and confirm cancellation.<br></li><li>If there's no Cancel Subscription subscription option, you've already canceled it.<br></li></ol>Other Options:<br><ul><li>You can cancel from your computer or web browser from Apple’s support page <a href=""https://support.apple.com/en-us/HT202039"">How to cancel a subscription from Apple</a>.<br></li><li>You can call AppleCare at 800-275-2273 in the U.S. or find the number for your region here: <a href=""https://support.apple.com/en-us/HT201232"">Apple Support Worldwide Phone Numbers</a>. Be sure to tap or ask for Apple's billing support since that's the team who'll have access to your Apple ID purchases.<br></li></ul>","","185235","1. Happier Support"
"1413220","CancelRefund AppleCancelTrial","Hi {%customer.firstName,fallback=there%},<br><br>Thanks for trying out Happier Meditation! First, if you have a moment and would be willing to share what didn't work out for you, we'd love to know so we can work on making the app better. You can email me back - we're open to hearing it all!<br><br>You cancel your free trial right on your phone and I listed the steps below.&nbsp;Apple requires the account owner to make those changes.<br><br>After your free trial ends, you'll still have a free Happier Meditation account that you can use when you have time or need a little mindfulness in your day. 😌<br><br>We're glad you took the time to learn more about mindfulness meditation with us. Write back anytime if we can help — we're here for you.<br><br>Stay mindful out there,<br>{%user.firstName%}<br><hr>Canceling a Subscription started through Apple's App Store<br><ol><li>Open the Settings app on your iPhone/iPad.<br></li><li>Tap Your Name at the top of the screen.<br></li><li>Tap Subscriptions.<br></li><li>Select the Happier Meditation subscription.<br></li><li>Tap Cancel Subscription and confirm cancellation.<br></li><li>If there's no Cancel Subscription subscription option, you've already canceled it.<br></li></ol><br>Other Options:<br><ul><li>You can cancel from your computer or web browser from Apple’s support page <a href=""https://support.apple.com/en-us/HT202039"">How to cancel a subscription from Apple</a>.<br></li><li>You can call AppleCare at 800-275-2273 in the U.S. or find the number for your region here: <a href=""https://support.apple.com/en-us/HT201232"">Apple Support Worldwide Phone Numbers</a>. Be sure to tap or ask for Apple's billing support since that's the team who'll have access to your Apple ID purchases.<br></li></ul>","","185235","1. Happier Support"
"3653412","CancelRefund AppleCancelTrialInto40% FILLIN","Hi {%customer.firstName,fallback=there%},<br><br>I'm so glad you're going to meditate with us and I can help you get the 40% discount!&nbsp;<br><br>The discount's available on our website so you'll need to cancel the free trial you started through Apple's App Store. <br><ul><li>The trial will automatically convert to an annual subscription at $99.99USD/year if not canceled at least 24 hours before the end for your account, which is <strong>DATE</strong>. <br></li><li>The cancellation instructions at the bottom of this email are easy to do right on your phone and you'll still get the full 7 free days.<br></li></ul><br>After your trial ends you'll be able to resubscribe on our website using the 40% discount. Then follow these instructions to subscribe with your existing account.<br><br><strong>Before You Start</strong><br><ol><li>Make sure the subscription contents of the app are locked so you don't get an error message.<br></li><li>Double check your account registration before signing in to make sure you purchase your subscription for your current account. The Help Center article&nbsp; <a href=""https://support.meditatehappier.com/article/92-how-to-tell-what-address-your-app-is-signed-into"">How to Tell What Address Your App Is Signed Into</a> has the steps to check your account.&nbsp;<br></li></ol><br><strong>Buy Your Discounted Subscription</strong><br><ol><li>Click on this link, <a href=""https://my.meditatehappier.com/start/sign_in?coupon=9UdSyyhB&amp;plan=com_10percenthappier_subscription-1year-5999_intro-none_support-discount-40-ONCE"">40% Off A One Year Subscription to the Happier Meditation App</a>, to get to the discount page on our website.<br></li><li>Login using your existing Happier Meditation account.&nbsp;<br></li><li>Enter your payment information and complete the purchase.<br></li><li>Go back to the app on your phone to see everything unlocked for you.&nbsp;<br></li></ol><br>Going forward, you'll email us here at <a href=""mailto:support@meditatehappier.com"">support@meditatehappier.com</a>, rather than contacting Apple, to manage your account.<br><br>Let us know if you run into any snags or have other questions - we're here to help.&nbsp;<br><br>Stay mindful out there!&nbsp;<br>{%user.firstName%}<br><hr><strong>Cancel a Subscription started through Apple's App Store</strong><br><ol><li>Open the Settings app on your iPhone/iPad.<br></li><li>Tap Your Name at the top of the screen.<br></li><li>Tap Subscriptions.<br></li><li>Select the Happier Meditation subscription.<br></li><li>Tap Cancel Subscription and confirm cancellation.<br></li></ol>If there's no <i>Cancel Subscription</i> option, you've already canceled it.<br>","","185235","1. Happier Support"
"1449877","CancelRefund AppleConfirmCancelOfAutoRenew","Hi {%customer.firstName,fallback=there%},<br><br>Thanks for learning about mindfulness with us! You bought your subscription using your Apple ID through the App Store. Our systems show that it's set to cancel and won't renew unless you choose to. You can see all the details on your Apple ID page here: <a href=""https://support.apple.com/en-us/HT204088"">Apple's Mange Subscriptions Webpage</a>.&nbsp;<br><br>After your subscription expires you'll still have a free Happier Meditation account that you can use when you have time or need a little mindfulness in your day. 😌<br><br>We're glad you explored meditation with us. Write back any time if we can help — we're here for you.<br><br>Stay mindful out there,<br>{%user.firstName%}<br>","","185235","1. Happier Support"
"3579477","CancelRefund AppleRefund SNIPPET","Apple has a few options to request a refund:&nbsp;<br><ul><li>Contact their support team at <a href=""https://getsupport.apple.com/products"">Apple's Product Support Link</a>.<br></li><li>On your receipt tap Report a Problem and follow the steps to request a refund.<br></li><li>Go to <a href=""http://reportaproblem.apple.com/"">reportaproblem.apple.com</a>, sign in and follow the steps to request a refund.<br></li><li>Call App Store billing through AppleCare. 800-275-2273 in the U.S. or find the number for your area here: <a href=""https://support.apple.com/en-us/HT201232"">Contact Apple for Support and Service</a>. Be sure to tap or ask for billing support since that’s the team at AppleCare who’ll have access to your Apple ID purchases.&nbsp;<br></li></ul>","","185235","1. Happier Support"
"1413190","CancelRefund AppleRefundAfterTrial","Hi {%customer.firstName,fallback=there%},<br><br>Thanks for trying out Happier Meditation! First, if you have a moment and would be willing to share what didn't work out for you, we'd love to know so we can work on making the app better. You can email me back - we're open to hearing it all!<br><br>You can request your refund through your Apple ID.&nbsp;Apple requires the account owner to make those changes. Here are a couple of options:<br><ul><li>Contact their support team here: <a href=""https://getsupport.apple.com/products"">Apple's Product Support Link</a>.<br></li><li>On your receipt tap Report a Problem and follow the steps to request a refund.<br></li></ul><br>After the refund you'll still have a free Happier account that you can use when you have time or need a little mindfulness in your day. 😌<br><br>Thanks again for meditating with us! Please let us know if we can help with anything else from this end.<br><br>Best,<br>{%user.firstName%}<br>","","185235","1. Happier Support"
"1473987","CancelRefund AppleRefundAfterTrialEarlyAutoEnrollComplaint","Hi {%customer.firstName,fallback=there%},<br><br>Thanks for trying out Happier Meditation. It looks like your cancellation request crossed paths with the automatic subscription. Apple's policy requires cancellation at least 24 hours before the end of the trial and sometimes those two actions happen too close together for their system to catch.&nbsp;<br><br>I can help with the refund process. You need to reach out to Apple directly as the account owner. I'd love to take care of it for you but this is one of their security requirements.<br><br>Here are some ways to request your refund:&nbsp;<br><ul><li>Contact their support team here: <a href=""https://getsupport.apple.com/products"">Apple's Product Support Link</a>.<br></li><li>On your receipt tap Report a Problem and follow the steps to request a refund.<br></li></ul><br>After the refund, you'll still have a free Happier Meditation account that you can use when you have time or need a little mindfulness in your day. 😌<br><br>Thanks again for meditating with us! Let us know if we can help with anything else from this end.<br><br>Stay mindful out there,&nbsp;<br>{%user.firstName%}<br>","","185235","1. Happier Support"
"1472366","CancelRefund AppleRefundDenied","Hi {%customer.firstName,fallback=there%},<br><br>I'm glad you let me know Apple's refund process isn't going smoothly for you. I don't have access to your account with them and they make their own refund decisions based on your Apple ID Account, as opposed to your Happier Meditation account. <br><br>If you haven't spoken to an Apple support person on the phone, that'll be your next step.&nbsp;<br><br>AppleCare in the U.S. is at 800-275-2273 or you can find the phone number for your area at <a href=""https://support.apple.com/en-us/HT201232"">Contact Apple for Support and Service</a>. <br><ul><li>Be sure to tap or ask for billing support because a technical specialist won't have access to your subscription records. <br></li><li>AppleCare billing support is very helpful and should be able to either process your refund or explain why they can't issue it. <br></li></ul><br>If you've already spoken to them on the phone would you let me know what they said about it? You can also read more about their refund process and policy at <a href=""https://support.apple.com/en-us/HT204084"">Apple Refund Website</a>.<br><br>Let me know if there's more information I can provide on my end or anything else I can help with.<br><br>Stay mindful out there,&nbsp;<br>{%user.firstName%}<br>","","185235","1. Happier Support"
"3653420","CancelRefund AppleRefundPreviousTrialInstantlySubscribedNODISCOUNT","Hi {%customer.firstName,fallback=there%},<br><br>I’m glad you wrote so we can help with your subscription. There’s already been one free trial of our app started through your Apple ID so when you tapped on the subscription contents again, Apple signed you up, instead of going to a second trial. <br><br>I can share some information about Apple's refund process and we have some options so you can test drive the app again.<br><br>Here’s how to get a refund. To comply with Apple's privacy and security rules, you'll need to make the request from your end as the account owner.<br><ul><li>Contact their support team here: <a href=""https://getsupport.apple.com/products"">Apple's Product Support Link</a>.<br></li><li>On your receipt tap Report a Problem and follow the steps to request a refund.<br></li></ul><br>If you want to try the app again, we have a 40% discount you can use for next year. Buy the discounted subscription on our website using the link below after your refund's processed. <br><br>You can also let me know if you need more trial time to decide if you want to subscribe.<br><br>If you decide not to subscribe, you still have a free Happier Meditation account that you can use when you have time or need a little mindfulness in your day.&nbsp;<br><br>Let us know what else we can do to help from this end,&nbsp;<br>{%user.firstName%}<br><hr><strong>Resubscribe with Your 40% Off Discount Link</strong><br><br>Before You Start<br><ol><li>Make sure the subscription contents of the app are locked so you don't get an error message.<br></li><li>Double check your account registration before signing in to make sure you purchase your subscription for your current account. The Help Center article <a href=""https://support.meditatehappier.com/article/92-how-to-tell-what-address-your-app-is-signed-into"">How to Tell What Address Your App Is Signed Into</a> has the steps to check your account.&nbsp;<br></li></ol><br>Buy Your Discounted Subscription<br><ol><li>Click on this link, <a href=""https://my.meditatehappier.com/start/sign_in?coupon=9UdSyyhB&amp;plan=com_10percenthappier_subscription-1year-5999_intro-none_support-discount-40-ONCE"">40% Off A One Year Subscription to the Happier App</a>, to get to the discount page on our website.<br></li><li>Login using your existing Happier account.&nbsp;<br></li><li>Enter your payment information and complete the purchase.<br></li><li>Go back to the app on your phone to see everything unlocked for you.&nbsp;<br></li></ol><br>Email us here at <a href=""mailto:support@meditatehappier.com"">support@meditatehappier.com</a>, rather than contacting Apple, to manage your account.<br>","","185235","1. Happier Support"
